algorithm,node,latitude,longitude,altitude,importance
greedy,Jiri Hospital,27.6342203,86.2318313772541,1888.0,5.000152590214416e-05
greedy,Jiri-02,27.6670333,86.2490316,3172.0,5.000152590214416e-05
divide_and_conquer,Jiri Hospital,27.6342203,86.2318313772541,1888.0,5.000152590214416e-05
divide_and_conquer,Jiri-02,27.6670333,86.2490316,3172.0,5.000152590214416e-05
divide_and_conquer,chautara,27.6735234,86.2525758,3477.0,5.000152590214416e-05
divide_and_conquer,Gaurishankar-05,27.72170835,86.2674203170994,3585.0,0.053383334859235486
divide_and_conquer,Soktuma,27.72170835,86.2674203170994,3591.0,0.053383334859235486
divide_and_conquer,Jiri-01,27.78668815,86.3498406132568,4602.0,0.16005000152590218
divide_and_conquer,Tershe,27.7190715,86.411384,4303.0,0.06671666819256886
divide_and_conquer,Khola Kharka,27.742438,86.4478374,4167.0,0.14671666819256882
divide_and_conquer,Tershe,27.7190715,86.411384,4303.0,0.06671666819256886
divide_and_conquer,Jiri-01,27.78668815,86.3498406132568,4602.0,0.16005000152590218
divide_and_conquer,Soktuma,27.72170835,86.2674203170994,3591.0,0.053383334859235486
divide_and_conquer,Gaurishankar-05,27.72170835,86.2674203170994,3585.0,0.053383334859235486
divide_and_conquer,chautara,27.6735234,86.2525758,3477.0,5.000152590214416e-05
divide_and_conquer,Jiri-02,27.6670333,86.2490316,3172.0,5.000152590214416e-05
dynamic_programming,Jiri Hospital,27.6342203,86.2318313772541,1888.0,5.000152590214416e-05
dynamic_programming,Jiri-02,27.6670333,86.2490316,3172.0,5.000152590214416e-05
dynamic_programming,chautara,27.6735234,86.2525758,3477.0,5.000152590214416e-05
dynamic_programming,Gaurishankar-05,27.72170835,86.2674203170994,3585.0,0.053383334859235486
dynamic_programming,Soktuma,27.72170835,86.2674203170994,3591.0,0.053383334859235486
dynamic_programming,Gaurishankar-05,27.72170835,86.2674203170994,3585.0,0.053383334859235486
dynamic_programming,chautara,27.6735234,86.2525758,3477.0,5.000152590214416e-05
dynamic_programming,Jiri-02,27.6670333,86.2490316,3172.0,5.000152590214416e-05
