name                                                         ,type            ,longitude ,latitude ,source_file
"Feature-Gaurishankar Conservation Area (Line 1, Point 78)"  ,MultiLineString ,  86.312  , 27.5978 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 79)"  ,MultiLineString ,  86.3066 , 27.602  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 80)"  ,MultiLineString ,  86.2928 , 27.6094 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  85.7668 , 27.8074 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  85.7673 , 27.8082 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  85.7673 , 27.8082 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  85.7664 , 27.8044 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.0521 , 27.7629 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.0477 , 27.7591 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.043  , 27.7547 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.0378 , 27.7558 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.0334 , 27.7571 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.0272 , 27.7635 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.0264 , 27.7652 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.0224 , 27.7672 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.0203 , 27.7733 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.0226 , 27.7794 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.0271 , 27.7852 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.0214 , 27.7911 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.0215 , 27.7967 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.0243 , 27.7991 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.02   , 27.8028 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.0201 , 27.808  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.0174 , 27.8124 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.0142 , 27.8144 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.0083 , 27.822  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.0078 , 27.8245 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.0037 , 27.8277 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)"  ,MultiLineString ,  86.0013 , 27.8299 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 23)"  ,MultiLineString ,  85.9934 , 27.8308 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 24)"  ,MultiLineString ,  85.9749 , 27.8262 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 25)"  ,MultiLineString ,  85.9683 , 27.8255 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 26)"  ,MultiLineString ,  85.9643 , 27.828  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 27)"  ,MultiLineString ,  85.9545 , 27.8311 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 28)"  ,MultiLineString ,  85.9517 , 27.8306 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 29)"  ,MultiLineString ,  85.9507 , 27.8362 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 30)"  ,MultiLineString ,  85.9469 , 27.8378 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 31)"  ,MultiLineString ,  85.9412 , 27.8386 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 32)"  ,MultiLineString ,  85.9341 , 27.8392 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 33)"  ,MultiLineString ,  85.9288 , 27.8366 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 34)"  ,MultiLineString ,  85.9252 , 27.8347 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  85.9249 , 27.8339 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  85.918  , 27.8321 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  85.9137 , 27.8341 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  85.9102 , 27.8405 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  85.9069 , 27.841  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  85.9004 , 27.8406 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  85.8982 , 27.8406 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  85.8936 , 27.8446 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  85.8922 , 27.8456 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  85.8926 , 27.8522 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  85.8932 , 27.8541 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  85.8922 , 27.8585 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  85.8923 , 27.8634 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  85.8893 , 27.8668 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  85.8842 , 27.8713 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.2315 , 27.6351 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.2336 , 27.6326 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.2339 , 27.6306 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.2388 , 27.6278 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.2405 , 27.6247 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.2408 , 27.6235 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.2464 , 27.6222 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.2515 , 27.6198 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.254  , 27.6172 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.2569 , 27.6164 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.2611 , 27.6146 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.2652 , 27.6133 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.2677 , 27.6113 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.2715 , 27.6123 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.2811 , 27.6116 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.285  , 27.6112 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.2865 , 27.6118 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.291  , 27.6102 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.2925 , 27.6091 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.295  , 27.6092 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.2967 , 27.6081 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.2601 , 27.6159 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.2586 , 27.618  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.2581 , 27.6191 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.257  , 27.6211 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.2514 , 27.6241 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.2496 , 27.6269 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.2495 , 27.6304 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.2519 , 27.6312 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.2482 , 27.6333 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.2467 , 27.6379 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.2458 , 27.6428 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.2461 , 27.6475 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.2477 , 27.6538 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.2509 , 27.6574 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.2496 , 27.6616 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.2474 , 27.6647 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.248  , 27.6663 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.2484 , 27.6689 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.2529 , 27.6737 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.2526 , 27.6844 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.2544 , 27.6868 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)"  ,MultiLineString ,  86.2555 , 27.6903 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 23)"  ,MultiLineString ,  86.2572 , 27.6922 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 24)"  ,MultiLineString ,  86.2582 , 27.6952 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 25)"  ,MultiLineString ,  86.2596 , 27.6967 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 26)"  ,MultiLineString ,  86.2623 , 27.697  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 27)"  ,MultiLineString ,  86.2642 , 27.6976 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 28)"  ,MultiLineString ,  86.2669 , 27.6978 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 29)"  ,MultiLineString ,  86.2698 , 27.697  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 30)"  ,MultiLineString ,  86.2745 , 27.698  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 31)"  ,MultiLineString ,  86.2776 , 27.6989 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 32)"  ,MultiLineString ,  86.28   , 27.6985 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 33)"  ,MultiLineString ,  86.2867 , 27.7007 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 34)"  ,MultiLineString ,  86.2917 , 27.7031 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 35)"  ,MultiLineString ,  86.2934 , 27.7029 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 36)"  ,MultiLineString ,  86.297  , 27.7034 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 37)"  ,MultiLineString ,  86.3024 , 27.7065 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 38)"  ,MultiLineString ,  86.306  , 27.7091 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 39)"  ,MultiLineString ,  86.3105 , 27.711  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 40)"  ,MultiLineString ,  86.3151 , 27.7106 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 41)"  ,MultiLineString ,  86.3169 , 27.7129 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 42)"  ,MultiLineString ,  86.3177 , 27.7133 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 43)"  ,MultiLineString ,  86.3191 , 27.7148 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 44)"  ,MultiLineString ,  86.322  , 27.7193 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 45)"  ,MultiLineString ,  86.3241 , 27.7232 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 46)"  ,MultiLineString ,  86.3249 , 27.7264 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 47)"  ,MultiLineString ,  86.3254 , 27.7292 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 48)"  ,MultiLineString ,  86.3303 , 27.7326 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 49)"  ,MultiLineString ,  86.3348 , 27.7342 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 50)"  ,MultiLineString ,  86.3377 , 27.7344 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 51)"  ,MultiLineString ,  86.3418 , 27.7344 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 52)"  ,MultiLineString ,  86.3461 , 27.7343 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 53)"  ,MultiLineString ,  86.3509 , 27.733  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 54)"  ,MultiLineString ,  86.3526 , 27.7336 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 55)"  ,MultiLineString ,  86.3531 , 27.7351 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 56)"  ,MultiLineString ,  86.3549 , 27.7363 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 57)"  ,MultiLineString ,  86.3583 , 27.7385 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 58)"  ,MultiLineString ,  86.3614 , 27.7384 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 59)"  ,MultiLineString ,  86.3633 , 27.7376 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 60)"  ,MultiLineString ,  86.3659 , 27.7416 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 61)"  ,MultiLineString ,  86.3665 , 27.7441 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 62)"  ,MultiLineString ,  86.3681 , 27.745  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 63)"  ,MultiLineString ,  86.3685 , 27.7491 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 64)"  ,MultiLineString ,  86.3681 , 27.7529 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 65)"  ,MultiLineString ,  86.3667 , 27.7559 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 66)"  ,MultiLineString ,  86.3658 , 27.7576 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 67)"  ,MultiLineString ,  86.3633 , 27.7617 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 68)"  ,MultiLineString ,  86.362  , 27.7643 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 69)"  ,MultiLineString ,  86.3607 , 27.7661 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 70)"  ,MultiLineString ,  86.3647 , 27.7663 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 71)"  ,MultiLineString ,  86.3675 , 27.7682 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 72)"  ,MultiLineString ,  86.3685 , 27.7719 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 73)"  ,MultiLineString ,  86.3716 , 27.7741 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 74)"  ,MultiLineString ,  86.3707 , 27.7784 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 75)"  ,MultiLineString ,  86.3699 , 27.7814 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 76)"  ,MultiLineString ,  86.3694 , 27.7874 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 77)"  ,MultiLineString ,  86.3722 , 27.7903 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 78)"  ,MultiLineString ,  86.3732 , 27.7943 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 79)"  ,MultiLineString ,  86.3764 , 27.7992 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 80)"  ,MultiLineString ,  86.3752 , 27.8032 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 81)"  ,MultiLineString ,  86.3747 , 27.8059 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 82)"  ,MultiLineString ,  86.3794 , 27.8107 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 83)"  ,MultiLineString ,  86.3843 , 27.8128 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 84)"  ,MultiLineString ,  86.3925 , 27.8143 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 85)"  ,MultiLineString ,  86.3969 , 27.8191 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 86)"  ,MultiLineString ,  86.3945 , 27.8216 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 87)"  ,MultiLineString ,  86.3891 , 27.8238 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 88)"  ,MultiLineString ,  86.3858 , 27.825  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 89)"  ,MultiLineString ,  86.3889 , 27.8276 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 90)"  ,MultiLineString ,  86.3901 , 27.8306 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 91)"  ,MultiLineString ,  86.3936 , 27.8338 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 92)"  ,MultiLineString ,  86.393  , 27.8376 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 93)"  ,MultiLineString ,  86.3974 , 27.841  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 94)"  ,MultiLineString ,  86.3999 , 27.8437 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 95)"  ,MultiLineString ,  86.4002 , 27.8456 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 96)"  ,MultiLineString ,  86.4003 , 27.8512 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 97)"  ,MultiLineString ,  86.4037 , 27.8509 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 98)"  ,MultiLineString ,  86.4052 , 27.8528 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 99)"  ,MultiLineString ,  86.4065 , 27.8552 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 100)" ,MultiLineString ,  86.4105 , 27.8541 ,dataset/raw/Gaurishankar Conservation Area.json
