name                                                         ,type            ,longitude ,latitude ,source_file
"Feature-GairiHanumante to Simigaun (Line 3, Point 18)"      ,MultiLineString ,  86.1724 , 27.6911 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 3, Point 19)"      ,MultiLineString ,  86.177  , 27.6837 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 3, Point 20)"      ,MultiLineString ,  86.1775 , 27.6818 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 1)"       ,MultiLineString ,  86.2179 , 27.8481 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 2)"       ,MultiLineString ,  86.2186 , 27.8501 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 3)"       ,MultiLineString ,  86.2185 , 27.8529 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 4)"       ,MultiLineString ,  86.2194 , 27.8547 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 5)"       ,MultiLineString ,  86.2203 , 27.8561 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 6)"       ,MultiLineString ,  86.2203 , 27.8578 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 7)"       ,MultiLineString ,  86.2206 , 27.8594 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 8)"       ,MultiLineString ,  86.2209 , 27.8608 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 9)"       ,MultiLineString ,  86.2204 , 27.8621 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 10)"      ,MultiLineString ,  86.2208 , 27.8641 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 11)"      ,MultiLineString ,  86.2208 , 27.8655 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 12)"      ,MultiLineString ,  86.2204 , 27.8669 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 13)"      ,MultiLineString ,  86.2206 , 27.8686 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 14)"      ,MultiLineString ,  86.2211 , 27.8712 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 15)"      ,MultiLineString ,  86.2215 , 27.873  ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 16)"      ,MultiLineString ,  86.2216 , 27.8741 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-GairiHanumante to Simigaun (Line 4, Point 17)"      ,MultiLineString ,  86.2204 , 27.8761 ,dataset/raw/GairiHanumante to Simigaun.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  85.902  , 27.7877 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  85.9255 , 27.7927 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  85.939  , 27.7965 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  85.9429 , 27.7902 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  85.9453 , 27.7827 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  85.9627 , 27.7811 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  85.9798 , 27.7857 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  85.9963 , 27.7881 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  85.991  , 27.8011 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.0018 , 27.8169 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.0125 , 27.8318 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.0236 , 27.8361 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.0326 , 27.8386 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.0515 , 27.8357 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.07   , 27.8363 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.0845 , 27.8357 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.0874 , 27.8359 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.0906 , 27.8346 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.0949 , 27.8309 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.096  , 27.8265 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.0994 , 27.8272 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)"  ,MultiLineString ,  86.1037 , 27.8225 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 23)"  ,MultiLineString ,  86.1128 , 27.8255 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 24)"  ,MultiLineString ,  86.1149 , 27.8257 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 25)"  ,MultiLineString ,  86.1176 , 27.8269 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 26)"  ,MultiLineString ,  86.1226 , 27.8292 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 27)"  ,MultiLineString ,  86.1225 , 27.8248 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 28)"  ,MultiLineString ,  86.1215 , 27.8196 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 29)"  ,MultiLineString ,  86.1247 , 27.8167 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 30)"  ,MultiLineString ,  86.124  , 27.8123 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 31)"  ,MultiLineString ,  86.1219 , 27.8061 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 32)"  ,MultiLineString ,  86.1218 , 27.8011 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 33)"  ,MultiLineString ,  86.1216 , 27.7944 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 34)"  ,MultiLineString ,  86.1245 , 27.7912 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 35)"  ,MultiLineString ,  86.1294 , 27.7862 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 36)"  ,MultiLineString ,  86.1319 , 27.7833 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 37)"  ,MultiLineString ,  86.1365 , 27.7773 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 38)"  ,MultiLineString ,  86.1415 , 27.7668 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 39)"  ,MultiLineString ,  86.1478 , 27.7719 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 40)"  ,MultiLineString ,  86.1505 , 27.772  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 41)"  ,MultiLineString ,  86.1611 , 27.7676 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 42)"  ,MultiLineString ,  86.1669 , 27.7667 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 43)"  ,MultiLineString ,  86.1721 , 27.7627 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 44)"  ,MultiLineString ,  86.1813 , 27.7691 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 45)"  ,MultiLineString ,  86.1888 , 27.7796 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 46)"  ,MultiLineString ,  86.1899 , 27.7892 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 47)"  ,MultiLineString ,  86.2024 , 27.8072 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 48)"  ,MultiLineString ,  86.2152 , 27.8436 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 49)"  ,MultiLineString ,  86.2203 , 27.8531 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 50)"  ,MultiLineString ,  86.221  , 27.8752 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 51)"  ,MultiLineString ,  86.2237 , 27.8761 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 52)"  ,MultiLineString ,  86.2278 , 27.8748 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 53)"  ,MultiLineString ,  86.2319 , 27.8729 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.2344 , 27.8714 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.247  , 27.8788 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.2632 , 27.8856 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.2798 , 27.8946 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.2875 , 27.9056 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.307  , 27.9062 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.3289 , 27.9027 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.3384 , 27.9043 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.357  , 27.9067 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.3689 , 27.9051 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.3769 , 27.9045 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.3822 , 27.8951 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.393  , 27.8865 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.4044 , 27.8845 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.4244 , 27.8842 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.4396 , 27.8742 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.4461 , 27.8758 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.4511 , 27.874  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.456  , 27.869  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.466  , 27.8728 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.4764 , 27.8691 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)"  ,MultiLineString ,  86.4887 , 27.8578 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 23)"  ,MultiLineString ,  86.4954 , 27.8466 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 24)"  ,MultiLineString ,  86.5132 , 27.8387 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 25)"  ,MultiLineString ,  86.5286 , 27.8353 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 26)"  ,MultiLineString ,  86.5324 , 27.8485 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 27)"  ,MultiLineString ,  86.5518 , 27.8455 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 1)"   ,MultiLineString ,  86.2962 , 27.6075 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 2)"   ,MultiLineString ,  86.3053 , 27.619  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 3)"   ,MultiLineString ,  86.3072 , 27.6299 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 4)"   ,MultiLineString ,  86.3216 , 27.6526 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 5)"   ,MultiLineString ,  86.3355 , 27.6675 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 6)"   ,MultiLineString ,  86.3418 , 27.6843 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 7)"   ,MultiLineString ,  86.356  , 27.6995 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 8)"   ,MultiLineString ,  86.3693 , 27.7053 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 9)"   ,MultiLineString ,  86.3761 , 27.7067 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 10)"  ,MultiLineString ,  86.3805 , 27.7141 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 11)"  ,MultiLineString ,  86.3949 , 27.7173 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 12)"  ,MultiLineString ,  86.4106 , 27.7204 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 13)"  ,MultiLineString ,  86.4149 , 27.7226 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 14)"  ,MultiLineString ,  86.4155 , 27.729  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 15)"  ,MultiLineString ,  86.4303 , 27.728  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 16)"  ,MultiLineString ,  86.4351 , 27.7365 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 17)"  ,MultiLineString ,  86.4373 , 27.7384 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 18)"  ,MultiLineString ,  86.4403 , 27.7413 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 19)"  ,MultiLineString ,  86.44   , 27.7455 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 20)"  ,MultiLineString ,  86.4532 , 27.749  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 21)"  ,MultiLineString ,  86.46   , 27.7511 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 22)"  ,MultiLineString ,  86.4602 , 27.7621 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 23)"  ,MultiLineString ,  86.4641 , 27.7654 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 24)"  ,MultiLineString ,  86.4691 , 27.7623 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 25)"  ,MultiLineString ,  86.4828 , 27.7684 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 26)"  ,MultiLineString ,  86.4934 , 27.7679 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 27)"  ,MultiLineString ,  86.4984 , 27.7663 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 28)"  ,MultiLineString ,  86.5038 , 27.7598 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 29)"  ,MultiLineString ,  86.5117 , 27.7532 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 30)"  ,MultiLineString ,  86.5226 , 27.75   ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 31)"  ,MultiLineString ,  86.5203 , 27.7433 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 32)"  ,MultiLineString ,  86.5155 , 27.7347 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 33)"  ,MultiLineString ,  86.5091 , 27.7322 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 34)"  ,MultiLineString ,  86.4942 , 27.7272 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 35)"  ,MultiLineString ,  86.486  , 27.7202 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 36)"  ,MultiLineString ,  86.484  , 27.7078 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 37)"  ,MultiLineString ,  86.4784 , 27.7019 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 38)"  ,MultiLineString ,  86.4777 , 27.6932 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 39)"  ,MultiLineString ,  86.4755 , 27.6872 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 40)"  ,MultiLineString ,  86.4609 , 27.68   ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 41)"  ,MultiLineString ,  86.4553 , 27.6733 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 42)"  ,MultiLineString ,  86.453  , 27.665  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 43)"  ,MultiLineString ,  86.4519 , 27.6541 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 44)"  ,MultiLineString ,  86.4441 , 27.6464 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 45)"  ,MultiLineString ,  86.4372 , 27.6401 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 46)"  ,MultiLineString ,  86.4316 , 27.6353 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 47)"  ,MultiLineString ,  86.4302 , 27.6293 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 48)"  ,MultiLineString ,  86.4339 , 27.6251 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 49)"  ,MultiLineString ,  86.4351 , 27.6209 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 50)"  ,MultiLineString ,  86.4295 , 27.6154 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 51)"  ,MultiLineString ,  86.4285 , 27.6113 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 52)"  ,MultiLineString ,  86.4219 , 27.6178 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 53)"  ,MultiLineString ,  86.4169 , 27.6201 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 54)"  ,MultiLineString ,  86.4125 , 27.6142 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 55)"  ,MultiLineString ,  86.4103 , 27.6097 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 56)"  ,MultiLineString ,  86.4065 , 27.609  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 57)"  ,MultiLineString ,  86.4052 , 27.606  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 58)"  ,MultiLineString ,  86.4064 , 27.6041 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 59)"  ,MultiLineString ,  86.4076 , 27.6011 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 60)"  ,MultiLineString ,  86.4058 , 27.5973 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 61)"  ,MultiLineString ,  86.4057 , 27.5921 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 62)"  ,MultiLineString ,  86.4006 , 27.591  ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 63)"  ,MultiLineString ,  86.3939 , 27.5911 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 64)"  ,MultiLineString ,  86.3897 , 27.5946 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 65)"  ,MultiLineString ,  86.3876 , 27.5946 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 66)"  ,MultiLineString ,  86.3879 , 27.5901 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 67)"  ,MultiLineString ,  86.3878 , 27.5856 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 68)"  ,MultiLineString ,  86.3823 , 27.5834 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 69)"  ,MultiLineString ,  86.3772 , 27.5816 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 70)"  ,MultiLineString ,  86.3704 , 27.5818 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 71)"  ,MultiLineString ,  86.3607 , 27.5808 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 72)"  ,MultiLineString ,  86.3559 , 27.5767 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 73)"  ,MultiLineString ,  86.3504 , 27.5742 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 74)"  ,MultiLineString ,  86.3391 , 27.5793 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 75)"  ,MultiLineString ,  86.329  , 27.5832 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 76)"  ,MultiLineString ,  86.3296 , 27.5889 ,dataset/raw/Gaurishankar Conservation Area.json
"Feature-Gaurishankar Conservation Area (Line 1, Point 77)"  ,MultiLineString ,  86.3246 , 27.5946 ,dataset/raw/Gaurishankar Conservation Area.json
